generation_id,objective,is_feasible,path
Gen 00194,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00195,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00196,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00197,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00198,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00199,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00200,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00201,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00202,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00203,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00204,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00205,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00206,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00207,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00208,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00209,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00210,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00211,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00212,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00213,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00214,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00215,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00216,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00217,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00218,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00219,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00220,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00221,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00222,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00223,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00224,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00225,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00226,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00227,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00228,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00229,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00230,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00231,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00232,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00233,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00234,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00235,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00236,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00237,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00238,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00239,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00240,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00241,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00242,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00243,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00244,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00245,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00246,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00247,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00248,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00249,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00250,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00251,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00252,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00253,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00254,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00255,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00256,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00257,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00258,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00259,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00260,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00261,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00262,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00263,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
Gen 00264,45.461999999999996,True,['1' '2' '3' '6' '17' '28' '68' '62' '139' '108' '211']
